游戏名称,国家,发表时间,作者,游戏时长,内容,是否推荐/好评
Stardew Valley,中国,2016-03-02,Mondaymood,72.8,"满满都是情怀的一个游戏 其实起初我觉得这种游戏画面并不好玩 但实际玩了一会之后觉得这样反而比3DS上牧场物语那种不伦不类的3D要好很多
优点好多人都说了 我就不多说了 说说缺点
游戏还有很多不完善的地方 当然制作组补丁打的很勤 先给100个赞
其次游戏内容感觉还是不够丰富 希望以后还会慢慢加 比如矿洞用不了太长时间就能挖到底 当然可能是我玩的时间不够长(目前第一年夏14号 矿洞已经85层了)
顺带吐槽一下温泉 一个人泡在那么大的池子里感觉像是恐怖游戏 orz
还有一个不算是缺点的缺点吧 就是人设太欧美了 不太符合个人审美 (Leah看起来比Robin还老...)
值得一提BGM都相当赞 很静谧的感觉
9.9/10",推荐
Stardew Valley,中国,2016-09-25,萌齐齐,449.7,"想把妹吗？想做牧场主吗？想探索矿洞吗？想打怪吗？想制作最好的工具吗？ 那你还等什么鸡脖，赶紧一起来吧。。我听说要出联机模式了哟！


矿石镇的伙伴大家都玩过把。你要说这游戏抄袭或者不如矿石镇都可以，反正我特瞄的两款游戏我都喜欢！！！！

10.23续评 ： 在下听说本月要出官方中文， 小伙伴们你们觉得联机还会远吗 ？


11.13续评：恩，大家都知道官方中文跳票了。我已经半个月没玩这个游戏了，因为我真的英语不好，不好到NPC巴拉巴拉巴拉说一堆单词我一个都看不懂（捂脸）。游戏确实是不错的，喜欢经营类游戏的玩家一定会喜欢这款游戏。其次咱们来说说汉化这个问题，如果你英文水准还不错，直接购买吧并且无视我下面的话。像我一样英文不好的同学，可以到3大妈哪里去找找星露谷汉化补丁就行了。之前版本的汉化我都是用的3DM的。感觉还不错，没啥大问题。

回顧了童年遊戲牧場物語重聚礦石鎮，還是星露谷好玩",推荐
Stardew Valley,中国,2019-07-17,158092706,631.2,老是退出没法好好玩,推荐
Stardew Valley,中国,2016-03-11,我的皎月闻越香,199.5,好玩是好玩，但是玩20分钟就已停止工作怎么搞？,不推荐
Stardew Valley,中国,2017-01-03,清梦,24.7,以前是好评，被放了3个月的鸽子后我决定改差评，说好的简中在哪？,不推荐
Stardew Valley,中国,2017-02-23,BASARA,25.2,"有了 中文后 非常方便
bug：我不知道大家有没有遇到过，建了牛棚后买牛放置的时候，当鼠标碰到牛棚或其他鸡棚什么的就会崩溃。
试了无数次，鼠标一碰到建筑物就会崩溃。换了英文版也是一样的。求解决方法。",推荐
Stardew Valley,中国,2019-07-13,Mikon,1.1,一直闪退,不推荐
Stardew Valley,中国,2024-06-30,雾岛之樱,2.2,首先，没有牛子图，也不发猫猫头，我就单纯的想要一个免费的赞，好让我去换一些好看的头像，其次，游戏真的很好玩,推荐
Stardew Valley,中国,2024-02-26,彼阳的晚意,66.7,"我真的很需要点数去换些色色的头像
摸一下猫猫会张嘴，一个赞摸一次！！！
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2018-06-15,yan,32.9,我不知道是否该推荐这款游戏，但这确实是一款好游戏，但是我还是忍不住要给差评，因为它老是闪退:)(以下经历如果有错误请指正，谢谢)，以win10为例，我用的是window自带的输入法中文，然后按shift切换成英文模式，以为能愉快地玩游戏，结果十有八九是闪退的。然后我上网百度说是因为这是bug，玩这个游戏不能用中文输入法。好吧，那我增加英文(英国)输入法，在每次玩游戏之前都切换一下输入法，终于不会闪退了。然后刚刚新买了一只小鸡，说要起名字，那我就想起一个中文名字吧，然后呢久违的闪退就出现在我面前了，感情我还不能用中文给我的鸡起名字了吗，这个游戏不能中途退出，一玩就要玩游戏里的一整天，然后我准备一天过去了，结果给我闪退，那请问我刚刚玩的是什么:),不推荐
Stardew Valley,中国,2023-12-25,你先救我再说,45.3,"我真的很需要点数去换些色色的头像
摸一下猫猫会张嘴，一个赞摸一次！！！
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2023-12-24,cczzhh,20.7,"我真的很需要点数去换些头像
摸一下猫猫会张嘴，一个赞摸一次！！！
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2018-08-07,Izayoi Sakuya,16.3,每当我砍完最后一棵树回家踏入梦境时，游戏总会进入时间暂停模式。。。。。。星露谷物语已经停止工作,不推荐
Stardew Valley,中国,2017-02-08,小钻石❤,349.6,汉化的第一时间，终于可以来好评啦,推荐
Stardew Valley,中国,2017-07-03,孙休,195.7,十分喜欢这款游戏！看王老菊游戏入的坑，最近又看到小智的直播，忍不住又开了一个新档！,推荐
Stardew Valley,中国,2017-07-16,网络冲浪板,127.5,"新手接触最好不要找攻略，不然很容易就会失去这款游戏真正的乐趣，自己去探索发掘这个镇子的各种秘密,黑历史,解锁和不同npc的剧情。当然最重要的还是管理好农场牧场，有规划才能致富，赢取白富美，走上人生巅峰。",推荐
Stardew Valley,中国,2020-02-08,哈基米之怒,532.7,为什么宝石甜莓不能酿酒,推荐
Stardew Valley,中国,2024-07-10,Ghost Madoka,131.4,"一款非常经典的模拟经营类游戏

之前曾经因为这款游戏只有睡觉才能存档的机制而不太喜欢这款游戏，但是后来接触了很多只有在剧情点才能存档的游戏，就觉得不那么无法接受了

游戏内的机制、玩法非常丰富，有种田、钓鱼、战斗等

就是游戏的钓鱼系统操作实在有点反人类，我等手残玩不来玩不来

但是，，，游戏里明明都有骷髅装、南瓜装和哥布林装了，对NPC却没有扮鬼吓人的选项，差评！（雾",推荐
Stardew Valley,中国,2018-11-26,ピクシー,239.3,现在还是怀念那段探索星露谷地图最快乐的时光，可惜已经回不去了。现在不管是身边的人还是物都已经变得让我疲于应付，可能我连坐下来再重逛一遍星露谷的耐心和空闲都没有了罢。,推荐
Stardew Valley,中国,2024-03-18,ckhsss,74.2,"我真的很需要点数去换些色色的头像
摸一下猫猫会张嘴，一个赞摸一次！！！
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2021-08-28,三人行，必有我翻车,372.0,"几年前玩了一小会儿，现在重新开档连着肝了小半个月，目前第四年初。对照维基百科，应该大部分内容都体验了。

当然还是没有结婚。结婚？结什么婚？这辈子不可能的。《巫师3》里我都选择做条孤狼，这个游戏也一样！每天自己一个人耕田种地钓鱼打矿，何不乐哉？现实生活也一样，曾今难忍孤独，后来习惯，过了年纪反而乐于一个人的时间。玩游戏也喜欢一个人慢慢玩，比如这个游戏的联机内容我还没体验，我不是完全拒绝社交，一个人有一个人的乐趣，一群人有一群人的乐趣。

唯孤独永恒，所以请提前适应。
2021年，虾米音乐没了，三浦健太郎走了，赵英俊也走了，自己也和女朋友纠缠不清。这未必会是我最糟糕的一年，以后的日子还长着。
生活过了一个年纪，很多人事物都是一个不断损耗的过程，其中一些可以通过方法弥补，有一些则不能。但最终所有都会离我远去，我最终也会离所有远去。我可能不能完全忍受这些，但它们不会因为我不能忍受就不到来。如果能像这游戏里时间永恒、循环往复多好。但一旦真的永恒循环了，不仅游戏会变得枯燥无聊了，一切都会显得轻而易举、毫无意义。孤独，反而教导我因为会失去而显得拥有的弥足可贵。

可是很烦一些成就和内容必须结婚，后期尝试一下假结婚骗个成就吧。
另外万一非要结婚的话，希望官方更新一下，我想推倒流浪汉莱纳斯。",推荐
Stardew Valley,中国,2016-03-30,沙漠猫猫,78.7,"I like this game very very much,because it remind me a happy game which I played in childhood.Although I can understand English,I still hope you can push the chinese lanuage,so that I can read faster.last,thank you for making this game.",推荐
Stardew Valley,中国,2024-04-21,CikMiston.Netuyes.,698.7,神仙游戏，能肝能摆能竞争能放松，ConcernApe大大非常重视玩家体验，滚蛋的汉化组好似喵,推荐
Stardew Valley,中国,2024-04-22,201414743,109.3,非常好玩的游戏，差评给到1.6.4的新汉化组，把汉化组叉出去,推荐
Stardew Valley,中国,2024-07-01,还是那个烁,95.9,烤嫩羊，欺负老实人，欺负农民，啥也不是，散会,推荐
Stardew Valley,中国,2018-09-12,心魔同同,309.3,"这次更新后 老是闪退 忘解决 ,难受 有时候一天都没结束 也没存档又闪",推荐
Stardew Valley,中国,2017-06-03,xiayidun,78.1,win10经常出现闪退,不推荐
Stardew Valley,中国,2018-11-24,Jacques,64.6,"8/10
游戏性 8.5/10
剧情 6/10
音乐 6/10
画面 7/10

像素风农场经营类休闲游戏，被塑造的主角是一个被机械化工作反复折磨的上班族（程序猿），他接手了爷爷留下的庄园，离开城市在乡村开始了新的“慢节奏”生活。

与一般农场经营类游戏的内核一样，玩家首先需要做的几件事是：开垦种地、伐木刨石、拾取资源。几乎所有获得的物品都可以进行制作或是出售转换成金币，用以在商店购买新的物品或是开发房屋的新功能。因此，准确来说，主角仍然是在忙忙碌碌地机械化地工作着，只不过服务的对象仅只有他自己而已。

游戏的几大亮点在于：
第一，在主线剧情进入到镇长打开废弃小屋的时候，会出现游戏内特定成就与物品的解锁任务，这些任务除了少数几个制造与捐款的特殊条件以外，基本都是收集类的，这极大程度上满足了像我这样的收集癖捡垃圾狂魔的爱好w
第二，游戏内NPC的可交互性设定值得称赞。星露谷尽管地域狭小，人口屈指可数，但每个人鲜明的个性与独有的生活爱好都被细致地表现出来，爱喝酒的晚上可以在酒吧找到，爱看风景发呆的总是会跑去沙滩望海思考人生...当然，更重要的是，你还可以攻略游戏中的NPC，通过赠送他们心仪的礼物（每个人的爱好各有不同），他们与主角之间的好感度会得到一定程度的提升，直至步入婚姻的殿堂（也许绿帽才是真正的结局...
第三，mod的开放，让游戏本身增添了更多的意想不到的乐趣。例如人物皮肤和房屋模型。你能够尽情地发挥自己的想象，建造一个乡间豪华别墅或是城堡。

游戏本身让人诟病的地方主要是联机问题和输入法闪退。前者是否有所改善目前并没有尝试所以不太清楚，但跨地区联机的延迟实在是高的可怕...而后者的解决方案想必大家已经有所了解了（英文输入法）。

城市的压力与乡村的悠闲是一个并不实际的对立命题。就像大家所抱怨的一样，经营农场和照料动植物的耗费与机械的劳动在本质上并没有什么不同。
美好的小镇故事大约只存在于假期，而漫长的星露谷人生就只存在于电脑里吧...",推荐
Stardew Valley,中国,2024-04-22,MISΛKI,462.3,"留下下面的差评给1.6.4的中文翻译公司，
好评给作者！
能够如此迅速的给出反馈和解决方案，以及用中文发推说明，真不愧是我最喜欢的游戏，感受得到作者对每位玩家的重视和诚意
再嚎一句：星露谷是截至目前唯一一款我全款买进但一次也没有后悔，还觉得物超所值的游戏！

——————————————————————
1.2版本就在种田的老玩家来说一句。经历过这么多年，这么多大大小小的版本更新，这是我第一次给星露谷写测评，以前我觉得一个好游戏不需要我这种没有什么营养的人点评，现在我觉得……我得为这个我喜爱了这么多年的游戏说句话。
我能理解有的人喜欢新字体！但是在一个像素游戏里字体被压的出现像素化有什么错吗？！不是所有人都喜欢花体字！有一批人就是单纯的喜欢sans-serif！有一批人看着像素游戏里如此平滑的字体就是难受！加新字体没关系！但是能不能给个自主选择字体的选项？？！！
还有那新翻译是什么破玩意？我是经历过洒水壶没水时显示“出水”的那代玩家，这种修改是debug，是好的修改。但你们看看你们做的这是什么鬼？喜欢春晚那一套你们怎么不去应聘春晚？！不要把网络烂梗带进我们的星露谷！还盲盒，我看新汉化组才都是盲的，看不见用户真正的需求和喜好吧！！
想教玩家做人？先让玩家教教你们怎么尊重一个别人喜欢的游戏吧！！
p.s. 要给一款我这么喜欢的游戏打差评真的很心痛，希望这个汉化组早日滚蛋我好早日删评",推荐
Stardew Valley,中国,2016-04-07,Henry,432.8,"不管是抄袭还是致敬，这游戏都让我想起来以前玩牧场物语的时光。这游戏是PC上少有好玩的模拟经营游戏，喜欢这类游戏的一定要试试。
不能手动存档以及早晨起来才会自动存档的设定让这个游戏毒性更大。。。经常说着存档就睡然而新的一天开始还是会继续玩下去。。。
评分9/10，扣掉一分给我遇到bug莫名其妙不能玩的第一个存档。",推荐
Stardew Valley,中国,2024-08-15,饭吃了没有,76.5,"点数对我很重要！！！
放个猫猫，请奖励一下猫猫吧！！！
猫猫会帮你照看农场哦，老农民谁会不喜欢猫猫呢。
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2024-08-13,芒,650.2,"星露谷MOD安装教学：
（安装MOD可能减少游戏寿命，但不安MOD会减少自身寿命，大家酌情安装）

首先需要去N网注册账号，网址为
https://www.nexusmods.com/
注册账号需要挂梯子，之后下载不需要

在N网界面右上角选择星露谷，或者输入

进入星露谷MOD界面，选择SMAPI - Stardew Modding API，标签栏下面一排选项从左到右分别为：
DESCRIPTION(描述) FILES(文件) IMAGES(图像) VIDEOS(视频) POSTS(公告) LOGS(日志) STATS(统计)
选择FILES，在显示的文件里挑选合适的版本（一般都是最上面那个），选择MANUL DOWNLAND(右边的选项），选择SLOW DOWNLAND(白色选项）

下载及解压完成后，选择文件名与自己电脑系统一致的，如Windows系统选择install on Windows，打开后黑框里弹出安装路径（建议打开文件前先运行一下星露谷），输入1回车确认安装路径，黑框弹出安装/卸载SMAPI,输入1回车确认安装，复制绿字""F:/............”%command%（“和%也要复制下来）打开Steam库，右键星露谷，点击属性，在通用栏最底部启动选项粘贴绿字内容（SMAPI的压缩包和安装包可以删了），此时在星露谷文件内会多一个Mods文件夹，将从N网下载的MOD解压至该文件夹内就完成了MOD安装

关于N网，一般分享MOD会报N网尾号，如UI信息套件模组尾号为1150，即在该N网星露谷网址后添加1150，
即可跳转该模组，有些MOD安装需要前置MOD，在弹出的小框内可点击蓝字跳转MOD详情界面下载

建议新手每安装2-3个MOD就启动一下游戏，这样如果某个MOD报错可以迅速知晓，红字报错，黄字不影响运行，另外如果有MOD更新黑框内也会显示并附下载路径

如果感觉我的文字描述实在难以看懂，可以去视频网站搜索星露谷模组安装教学，记得给我留赞，我真的很需要这些点数",推荐
Stardew Valley,中国,2024-04-22,虞少爷天下第一萌,215.0,新汉化就是狗屎一坨,不推荐
Stardew Valley,中国,2018-11-24,Melkiades🍎🥧,92.7,"种地，钓鱼，怡然自得。这些我无比向往的生活恰恰讽刺得与我的现实形成鲜明的对比，每每游戏是一种享受也是一种悲哀。望几十年后我的老年生活也是如此。
唯一美中不足的是联机确实网络不太稳定，保存的设定也颇为蛋疼。win10玩家切记要切换英文键盘防止闪退。",推荐
Stardew Valley,中国,2024-04-16,寒梅落尽燕归巢,5.3,11111111111,推荐
Stardew Valley,中国,2016-04-01,羽瀬音はるか,176.8,"没有什么是一颗Mega Bomb解决不了的，如果有就一组
引用自 6年冬的萌新：
再不更新联机我如何去炸别人家呢？
睁开眼睛。啊，又是新的一天，又是旧的工作，又是资本主义在压榨。
穿好衣服，出门，地铁，公司，工作。显示器倒映出的景象是什么？那个头发蓬乱，胡子拉碴的熊猫眼到底是谁？
这么仔细想想，我们似乎是一类人，不，是一个人啊！不知道多久没好好看那天地交汇的风景，不知道多久没好好品尝自然恩赐的美食。是时候去那星辰大海，去探求新世界的阳光和空气了！
来到爷爷的农场，破旧的小屋，诡异微笑的村长，不会讲冷笑话胸看起来不大头发像帽子的人妻迎接了我。这就是世外桃源吧，有妹子，有萝莉，还有人妻，4个人妻！
总之我要忘记从前，重新开始新的生活。妹子的过去都已是昨日，即便她们有这样嘿嘿嘿，那样哈哈哈的曾经，我也不会介意。我要努力赚钱，骑大马，住大屋，迎娶白富美，走上人生巅峰！日复一日，年复一年，小小的农场不断扩展，就连爷爷都托梦来看我。
这之后一切都那么平淡，但是幸福，也许就蕴藏在这日常的光点中吧。看着家中孩子熟睡的侧脸，望着远处妻子秀美的背影，大概就这么老去也不会有遗憾了。突然，妻子对我说，想看看那洞穴深处的景色，希望我可以带来珍贵的礼物。还有什么理由拒绝呢？体内的洪荒之力再次觉醒，新的征途就在那里！
熟练的打开储物箱，拿出尘封的三星剑和h家专卖药剂。哦，对了！还有那几组闪耀光彩的Mega Bomb！关闭储物箱，出发，去战斗！等等……什么声音？我看了看脚下，储物箱旁为什么会有一颗Mega Bomb呢？轰！四散的地板还有带着一脸懵逼已经飞去天堂的金猫……
好吧。GG……还是刪遊戲吧……
妈妈，如果有来世，我想学炸弹……",推荐
Stardew Valley,中国,2024-07-06,Mnzn,32.6,🎶烤嫩羊🎶欺负捞尸人🎶欺负农民🎶这算啥奔驰🎶像这种情况🎶有没有人管🎶啥也不是🎶🤓☝🏻散会！,推荐
Stardew Valley,中国,2024-04-22,秋与十,93.8,效率高的惊人，作者永远的神,推荐
Stardew Valley,中国,2022-12-23,CH_xh,134.9,安装拖拉机mod 开启星露谷无双 摆脱坐牢 不做打工人 从此走上人生巅峰,推荐
Stardew Valley,中国,2017-01-05,Yiffy,1.4,说好的中文没有了,不推荐
Stardew Valley,中国,2019-03-01,.,202.5,闪退啊没自动保存啊,不推荐
Stardew Valley,中国,2016-12-22,奈,350.0,"有官中了，不跳了。
＼0／
/
（╰
━━━━━┒
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┛┗┛┗┛┃
┓┏┓┏┓┃
┻┻┻┻┻┻",推荐
Stardew Valley,中国,2023-11-02,呆呆灬,161.2,好玩,推荐
Stardew Valley,中国,2024-04-23,一般路过泀撘厸,628.5,今日我们欢聚再此，是为了向我们的好作者猿神（doge）致敬，他的出面制裁了不作为的汉化组，值得我们足足200小时的上工庆祝,推荐
Stardew Valley,中国,2018-05-08,Pham Minji,318.3,"与阿比盖尔婚后世界|･ω･｀) 一觉醒来发现还在我隔壁 我摸了一下她脑袋瓜子((( 呜~干嘛我还想睡(´･ω･`)睡懒觉可爱炸 阿比盖尔世界一级棒(｀･ω･´)ゞ
现在更新合作辣！！姐妹们快来呀沙雕网友连麦养鸡惹(•̀⌄•́)妹妹+++我南瓜在线性感粉色少女带妹",推荐
Stardew Valley,中国,2021-09-14,常世万法仙君,162.0,玩种田游戏不玩星露谷物语，就像看四大名著不看红楼梦。,推荐
Stardew Valley,中国,2016-06-12,七七柒,23.1,新毒品233333玩了根本停不下来,推荐
Stardew Valley,中国,2016-12-27,SuPerC,36.2,游戏不错 就是说好的中文呢？ 这种食言的不应该给差评吗？,不推荐
Stardew Valley,中国,2016-04-05,hollow,205.3,"首先要说的是这游戏毒到没人性，有多毒我就不说了，你们自己体验吧~（= =表示先玩盗版后如正的）话不多说。。继续种菜钓鱼去~~~



这款游戏价值42元人民币。那么毫无疑问这个价钱是值得的。很多人说我们是steam正版壕。但我们不是，以前有那么多人在玩”偷菜“的小游戏，玩cf（五千万鼠标的梦想）,也不知道冲了多少q币。冲q币是浪费钱，而我们确是在买真正有价值的东西，就像是为自己买一份午餐。",推荐
Stardew Valley,中国,2018-03-23,云无意,58.8,"种豆南山下，草盛豆苗稀。晨兴理荒秽，荷月戴锄归。
道狭草木长，夕露沾我衣。衣沾不足惜，但使愿无违。",推荐
